,,noxc,noxc,noxc,noxc,noxc,noxc,SCF,SCF,SCF,SCF,SCF,SCF,corr,corr,corr,corr,corr,corr,HF,HF,HF,HF,HF,HF,LDA_X,LDA_X,LDA_X,LDA_X,LDA_X,LDA_X,GGA_X_B88,GGA_X_B88,GGA_X_B88,GGA_X_B88,GGA_X_B88,GGA_X_B88,LDA_C_VWN,LDA_C_VWN,LDA_C_VWN,LDA_C_VWN,LDA_C_VWN,LDA_C_VWN,LDA_C_VWN_RPA,LDA_C_VWN_RPA,LDA_C_VWN_RPA,LDA_C_VWN_RPA,LDA_C_VWN_RPA,LDA_C_VWN_RPA,GGA_C_LYP,GGA_C_LYP,GGA_C_LYP,GGA_C_LYP,GGA_C_LYP,GGA_C_LYP,MP2_OS,MP2_OS,MP2_OS,MP2_OS,MP2_OS,MP2_OS,MP2_SS,MP2_SS,MP2_SS,MP2_SS,MP2_SS,MP2_SS
HH118,CS,6.28862636,6.28862636,9.20676032,-0.0,-0.0,0.0,3.59082099,3.59082099,5.6598455,-0.0,-0.0,0.0,2.69780537,2.69780537,3.54691482,-0.0,-0.0,-0.0,-2.77528426,-2.77528426,-3.8335245,0.0,0.0,-0.0,-2.44336776,-2.44336776,-3.16580992,0.0,0.0,-0.0,-2.48715404,-2.48715404,-3.22700551,0.0,0.0,-0.0,-0.2123933,-0.2123933,-0.2738017,0.0,0.0,-0.0,-0.24441306,-0.24441306,-0.31497373,0.0,0.0,-0.0,-0.13591345,-0.13591345,-0.1773509,0.0,0.0,-0.0,0.01064986,0.01064986,0.44971238,-0.0,-0.0,-0.0,0.02434633,0.02434633,0.18013489,-0.0,-0.0,0.0
HH118,CSO,7.0218957,7.0218957,10.9921564,-0.0,0.0,-0.0,3.87178939,3.87178939,7.60422798,-0.0,0.0,-0.0,3.15010631,3.15010631,3.38792842,-0.0,0.0,-0.0,-3.27341162,-3.27341162,-3.68483233,0.0,-0.0,0.0,-2.8693926,-2.8693926,-3.07593747,0.0,-0.0,0.0,-2.89485457,-2.89485457,-3.10053457,0.0,-0.0,0.0,-0.23983198,-0.23983198,-0.2338836,0.0,-0.0,0.0,-0.27477638,-0.27477638,-0.26676624,0.0,-0.0,0.0,-0.15970883,-0.15970883,-0.15038953,0.0,-0.0,0.0,0.11905915,0.11905915,1.08352995,0.0,0.0,-0.0,0.04441218,0.04441218,0.33038049,0.0,0.0,-0.0
HH118,Cl2,6.95667876,6.95667876,9.55367346,-0.0,0.0,0.0,3.80447013,3.80447013,6.31521249,-0.0,0.0,0.0,3.15220863,3.15220863,3.23846097,-0.0,0.0,-0.0,-3.46732565,-3.46732565,-3.38838487,0.0,-0.0,-0.0,-2.82925636,-2.82925636,-2.977042,0.0,-0.0,0.0,-2.87854487,-2.87854487,-2.99140751,0.0,-0.0,-0.0,-0.22291728,-0.22291728,-0.23373761,0.0,-0.0,-0.0,-0.2543185,-0.2543185,-0.266752,0.0,-0.0,-0.0,-0.13768266,-0.13768266,-0.14583185,0.0,-0.0,-0.0,0.3207304,0.3207304,0.07704016,-0.0,0.0,-0.0,0.15272096,0.15272096,0.11335877,0.0,0.0,-0.0
HH118,ClCN,6.05051511,6.05051511,10.51455747,-0.0,0.0,0.0,3.48076448,3.48076448,6.92150555,-0.0,0.0,0.0,2.56975063,2.56975063,3.59305191,-0.0,0.0,0.0,-2.75123645,-2.75123645,-4.2417002,0.0,-0.0,-0.0,-2.32590163,-2.32590163,-3.17364751,0.0,-0.0,-0.0,-2.35862689,-2.35862689,-3.21767512,0.0,-0.0,-0.0,-0.18440828,-0.18440828,-0.23911561,0.0,-0.0,-0.0,-0.210164,-0.210164,-0.27183342,0.0,-0.0,-0.0,-0.11764351,-0.11764351,-0.15116725,-0.0,-0.0,-0.0,0.18079092,0.18079092,0.63219278,-0.0,0.0,0.0,0.0882751,0.0882751,0.42015688,-0.0,0.0,0.0
HH118,ClF,4.83690114,4.83690114,5.24311793,-0.0,0.0,0.0,2.47434626,2.47434626,3.38792627,-0.0,0.0,0.0,2.36255488,2.36255488,1.85519167,-0.0,0.0,0.0,-2.64786673,-2.64786673,-1.9862352,0.0,-0.0,-0.0,-2.11526695,-2.11526695,-1.71450433,0.0,-0.0,-0.0,-2.15105174,-2.15105174,-1.70763476,0.0,-0.0,-0.0,-0.15964353,-0.15964353,-0.12605521,0.0,-0.0,-0.0,-0.18163428,-0.18163428,-0.14293961,0.0,-0.0,-0.0,-0.09935591,-0.09935591,-0.07917213,0.0,-0.0,-0.0,0.29582529,0.29582529,0.19104542,-0.0,0.0,0.0,0.14172174,0.14172174,0.10263823,-0.0,0.0,0.0
HH118,F2,2.00172832,2.00172832,2.73692769,-0.0,0.0,0.0,0.97993747,0.97993747,1.92648397,-0.0,0.0,0.0,1.02179086,1.02179086,0.81044372,-0.0,0.0,0.0,-1.22600964,-1.22600964,-0.66749767,0.0,-0.0,-0.0,-0.90568648,-0.90568648,-0.82433902,0.0,-0.0,-0.0,-0.92275551,-0.92275551,-0.78627618,0.0,-0.0,-0.0,-0.05851485,-0.05851485,-0.05832385,0.0,-0.0,-0.0,-0.06575551,-0.06575551,-0.0657967,0.0,-0.0,-0.0,-0.03364862,-0.03364862,-0.03996614,-0.0,-0.0,-0.0,0.29656491,0.29656491,-0.33204683,-0.0,0.0,0.0,0.15583429,0.15583429,-0.03934841,-0.0,0.0,0.0
HH118,FCN,4.04927456,4.04927456,5.93882824,-0.0,-0.0,-0.0,2.24337311,2.24337311,3.83739086,-0.0,-0.0,-0.0,1.80590145,1.80590145,2.10143737,0.0,0.0,-0.0,-1.95643869,-1.95643869,-2.5070345,0.0,0.0,0.0,-1.63474045,-1.63474045,-1.86430596,0.0,-0.0,0.0,-1.65058421,-1.65058421,-1.87974265,0.0,0.0,0.0,-0.12833946,-0.12833946,-0.13308374,0.0,-0.0,0.0,-0.14599359,-0.14599359,-0.15050428,-0.0,0.0,0.0,-0.08355022,-0.08355022,-0.0850305,0.0,-0.0,0.0,0.13043881,0.13043881,0.52581093,0.0,-0.0,-0.0,0.07641926,0.07641926,0.26234292,0.0,0.0,-0.0
HH118,FCO,5.75178991,5.1247039,4.21758827,-0.11080798,-0.0,-0.0,3.38467724,2.49418682,2.100599,0.01523064,-0.0,0.0,2.36711268,2.63051707,2.11698927,-0.12603862,0.0,-0.0,-2.83775427,-2.98614983,-2.41977281,0.01947677,0.0,0.0,-2.1168217,-2.34290813,-1.90324181,0.13713022,0.0,-0.0,-2.13513375,-2.37708153,-1.94972447,0.12793886,0.0,0.0,-0.13477676,-0.1803636,-0.11670774,0.017164569999999997,0.0,0.0,-0.15215197,-0.20241885,-0.1331655,0.018099579999999997,0.0,0.0,-0.0790174,-0.11838174,-0.06378956,0.019281955,0.0,0.0,0.78136338,0.45000552,0.38129794,0.19437024,0.0,-0.0,0.35664633,0.24858306,0.18008274,0.099972405,0.0,-0.0
HH118,FH-OH,5.36094967,3.50264248,3.86869464,-0.0,-0.0,-0.15356134500000002,2.48792627,1.68989952,1.98529575,-0.0,-0.0,-0.12330409,2.8730234,1.81274295,1.8833989,-0.0,-0.0,-0.030257255,-4.05129073,-2.17095406,-2.25764898,0.0,0.0,0.11451576499999999,-2.38981897,-1.59116832,-1.65306968,0.0,0.0,0.01443022,-2.50542,-1.63074086,-1.68611883,0.0,0.0,0.01650159,-0.13584273,-0.11123463,-0.12201949,-0.0,0.0,-0.00449988,-0.15358325,-0.12543969,-0.13838926,-0.0,0.0,-0.00530066,-0.04752471,-0.06588434,-0.07326633,-0.0,0.0,-0.00577021,1.1794522,0.42308415,0.45689197,-0.0,-0.0,-0.069913575,0.61469502,0.21137402,0.2063441,-0.0,-0.0,-0.043911515
HH118,FNO,5.44971636,4.52193013,3.35127166,0.72978959,0.0,-0.0,3.41580864,2.47380193,1.77766081,0.60642851,0.0,-0.0,2.03390772,2.0481282,1.57361085,0.12336108500000001,0.0,0.0,-2.36299905,-2.33875712,-1.78896018,-0.17904858,-0.0,0.0,-1.82776554,-1.83709601,-1.40498941,-0.111637965,-0.0,0.0,-1.83711504,-1.85897967,-1.43840902,-0.100658615,-0.0,0.0,-0.12936708,-0.1336975,-0.09899559,-0.007762545,-0.0,0.0,-0.14642327,-0.15166545,-0.11202705,-0.008732705,-0.0,0.0,-0.07965387,-0.08160621,-0.05736974,-0.005524205,-0.0,0.0,0.82108234,0.57870141,0.35200362,0.27531898499999996,0.0,0.0,0.45572417,0.33267983,0.18884549,0.157119555,0.0,0.0
HH118,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH118,H2,1.39569704,1.39569704,1.71320521,-0.0,-0.0,0.0,0.72500322,0.72500322,1.00665888,0.0,-0.0,0.0,0.67069382,0.67069382,0.70654633,-0.0,-0.0,0.0,-0.71983323,-0.71983323,-0.76638509,0.0,0.0,-0.0,-0.56588489,-0.56588489,-0.59806441,0.0,0.0,-0.0,-0.62804585,-0.62804585,-0.65919558,0.0,0.0,-0.0,-0.05136845,-0.05136845,-0.05478345,0.0,0.0,-0.0,-0.05913903,-0.05913903,-0.06305911,0.0,0.0,-0.0,-0.02225591,-0.02225591,-0.02323791,-0.0,0.0,-0.0,0.0020971,0.0020971,0.01111213,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0
HH118,H2CN,4.26940911,5.17484116,6.45401029,0.0,0.0,-7e-08,2.33537003,2.87296764,3.81820588,0.0,-0.0,-5e-08,1.93403909,2.30187352,2.63580441,0.0,0.0,-2e-08,-2.0716178,-2.63175202,-3.02647548,-0.0,-0.0,-3e-07,-1.72581659,-2.01369862,-2.32986243,-0.0,0.0,1e-08,-1.77474701,-2.08704484,-2.4096601,-0.0,-0.0,9e-08,-0.14664962,-0.16193455,-0.16582669,-0.0,0.0,5e-08,-0.16803072,-0.18429026,-0.18916702,-0.0,0.0,6e-08,-0.08878179,-0.09470635,-0.09038916,0.0,0.0,1e-08,0.11608289,0.37317973,0.34159824,0.0,0.0,9.8e-07,0.10807848,0.23738346,0.28609698,0.0,0.0,1.6e-07
HH118,H2O,3.39016321,2.61664238,2.9288043,-0.0,0.0,0.0,1.44629133,1.51304742,1.47622565,-0.0,0.0,0.0,1.94387187,1.10359495,1.45257864,-0.0,0.0,0.0,-2.31670938,-1.29982989,-1.72907438,0.0,-0.0,-0.0,-1.68799057,-0.97528855,-1.26661772,0.0,-0.0,-0.0,-1.72982574,-0.98466744,-1.29569226,0.0,-0.0,-0.0,-0.13955688,-0.0783647,-0.1021904,0.0,0.0,-0.0,-0.15995892,-0.08938485,-0.11663769,0.0,0.0,-0.0,-0.08594828,-0.04897561,-0.06217949,0.0,-0.0,-0.0,0.5335982,0.26707106,0.38479593,-0.0,0.0,0.0,0.23696946,0.1257452,0.17847576,-0.0,0.0,0.0
HH118,H2O-Li,71.8253214,52.63487725,59.71959548,-5.277584255,3.5870989050000004,2.2028641049999997,42.34232855,28.25366945,32.7611139,-3.90465484,2.27944229,1.63107831,29.48299285,24.38120779,26.95848157,-1.372929415,1.307656615,0.571785795,-26.83370203,-13.84351133,-16.18933063,-0.02788154,-1.19074816,0.01384239,-25.46535386,-21.35210071,-23.17417636,0.993534145,-0.924432475,-0.413835445,-28.25723708,-22.09307748,-24.23372198,1.399133205,-1.0859553,-0.5832077099999999,-2.10565895,-3.41067785,-3.73341754,0.192918175,-0.163383725,-0.080501725,-3.22643116,-4.06073847,-4.43231665,0.246704765,-0.188203515,-0.102890335,-1.38045942,-3.98001096,-4.41631023,0.30007251999999995,-0.22052433999999999,-0.12542447,1.75319065,-4.24963479,-4.24986904,0.595503405,0.00016587,-0.24880593499999998,1.9466416,-3.55615799,-3.51989385,0.36449688,0.018653654999999998,-0.152367685
HH118,HBO,3.9253391,3.9253391,5.09909588,-0.0,0.0,-0.0,2.16764565,2.16764565,3.19150361,-0.0,0.0,0.0,1.75769345,1.75769345,1.90759227,-0.0,0.0,-0.0,-1.95908351,-1.95908351,-2.24234527,0.0,-0.0,-0.0,-1.55752629,-1.55752629,-1.67542164,0.0,-0.0,-0.0,-1.59057615,-1.59057615,-1.70526116,0.0,-0.0,-0.0,-0.12865717,-0.12865717,-0.13341911,0.0,-0.0,-0.0,-0.14699931,-0.14699931,-0.1518004,0.0,-0.0,-0.0,-0.08410608,-0.08410608,-0.08452004,-0.0,-0.0,0.0,0.28743217,0.28743217,0.71114917,0.0,0.0,-0.0,0.13482206,0.13482206,0.28659579,0.0,0.0,-0.0
HH118,HBS,7.74703507,7.74703507,10.08909696,-0.0,0.0,-0.0,4.3676932,4.3676932,6.75099868,-0.0,0.0,0.0,3.37934187,3.37934187,3.33809828,-0.0,0.0,-0.0,-3.44478169,-3.44478169,-3.58123104,0.0,-0.0,0.0,-3.05374971,-3.05374971,-2.98677281,0.0,-0.0,0.0,-3.09554824,-3.09554824,-3.03698464,0.0,-0.0,0.0,-0.2845078,-0.2845078,-0.26503814,0.0,-0.0,0.0,-0.32878673,-0.32878673,-0.30475727,0.0,-0.0,0.0,-0.19109755,-0.19109755,-0.17080664,0.0,-0.0,0.0,-0.11688476,-0.11688476,0.39488577,0.0,-0.0,0.0,-0.03820679,-0.03820679,0.11489198,0.0,0.0,-0.0
HH118,HCCCl,7.51668341,7.51668341,13.17807748,0.0,-0.0,-0.0,4.14801496,4.14801496,8.64636444,0.0,-0.0,-0.0,3.36866845,3.36866845,4.53171304,0.0,0.0,-0.0,-3.54470892,-3.54470892,-5.17974026,-0.0,0.0,0.0,-3.04566723,-3.04566723,-4.02251543,-0.0,0.0,-0.0,-3.08092149,-3.08092149,-4.08617509,-0.0,0.0,0.0,-0.26372182,-0.26372182,-0.32447029,-0.0,0.0,0.0,-0.30255725,-0.30255725,-0.37110361,-0.0,0.0,-0.0,-0.17322006,-0.17322006,-0.19926482,-0.0,0.0,-0.0,0.04947594,0.04947594,0.12916179,0.0,-0.0,0.0,0.07496722,0.07496722,0.33117225,0.0,-0.0,0.0
HH118,HCCF,5.69252036,5.69252036,7.55306709,0.0,0.0,-0.0,2.91767277,2.91767277,4.99809411,0.0,0.0,0.0,2.77484759,2.77484759,2.55497298,0.0,0.0,-0.0,-2.92845885,-2.92845885,-2.96025722,-0.0,-0.0,0.0,-2.50820037,-2.50820037,-2.27628093,-0.0,-0.0,0.0,-2.52644385,-2.52644385,-2.29686587,-0.0,-0.0,0.0,-0.22100002,-0.22100002,-0.17529462,-0.0,-0.0,0.0,-0.25375279,-0.25375279,-0.19941697,-0.0,-0.0,0.0,-0.14966467,-0.14966467,-0.11010499,-0.0,-0.0,0.0,-0.01651835,-0.01651835,0.28922495,-0.0,-0.0,0.0,0.06189352,0.06189352,0.23981303,0.0,-0.0,-0.0
HH118,HCHO,3.51525298,5.23446718,5.71918095,-0.0,-0.0,-0.0,1.97107947,2.76619959,3.39472578,-0.0,-0.0,-0.0,1.54417352,2.46826759,2.32445517,-0.0,-0.0,-0.0,-1.67136233,-2.8878197,-2.65916328,0.0,0.0,0.0,-1.37892586,-2.14481596,-2.05315108,0.0,-0.0,0.0,-1.41802393,-2.20620824,-2.09078597,0.0,0.0,0.0,-0.11222555,-0.18278002,-0.1696777,0.0,0.0,0.0,-0.12810924,-0.20955067,-0.19433515,0.0,0.0,0.0,-0.0670107,-0.11214215,-0.10626784,0.0,0.0,0.0,0.12942907,0.51697858,0.45964284,0.0,-0.0,0.0,0.09689951,0.32841024,0.30209952,-0.0,-0.0,-0.0
HH118,HCHS,7.11167563,9.1327335,10.46452949,-0.0,0.0,-0.0,4.0153012,4.78382484,6.85825222,-0.0,0.0,-0.0,3.09637442,4.34890866,3.60627728,-0.0,0.0,-0.0,-3.11453378,-4.67680428,-3.6646064,0.0,-0.0,0.0,-2.81230737,-3.87056002,-3.28328644,0.0,0.0,0.0,-2.85810718,-3.94212835,-3.31471824,0.0,-0.0,0.0,-0.25567557,-0.3564505,-0.29970474,0.0,0.0,0.0,-0.29471529,-0.41198101,-0.3461732,0.0,-0.0,0.0,-0.16620569,-0.23115974,-0.19544781,0.0,-0.0,0.0,-0.15041699,0.26196432,-0.38576534,-0.0,0.0,-0.0,0.01931592,0.15947779,0.05619306,-0.0,0.0,-0.0
HH118,HCN,3.8700497,3.8700497,5.20020994,-0.0,-0.0,-0.0,2.14479399,2.14479399,3.4149229,-0.0,-0.0,-0.0,1.72525571,1.72525571,1.78528705,-0.0,-0.0,-0.0,-1.82433766,-1.82433766,-1.91621815,0.0,0.0,0.0,-1.55924912,-1.55924912,-1.62081596,0.0,0.0,0.0,-1.57991749,-1.57991749,-1.62464557,0.0,0.0,0.0,-0.1320136,-0.1320136,-0.13562283,0.0,0.0,0.0,-0.15104785,-0.15104785,-0.15488214,0.0,0.0,0.0,-0.08567725,-0.08567725,-0.09036979,0.0,0.0,0.0,0.03083171,0.03083171,0.03645602,-0.0,-0.0,0.0,0.04215599,0.04215599,0.03688204,-0.0,-0.0,0.0
HH118,HCO,5.42074884,5.46912318,3.84638488,0.004826965,0.0,-0.0,2.73787843,2.98263989,1.99460615,-0.32808975,0.0,0.0,2.68287041,2.48648329,1.85177872,0.332916715,0.0,-0.0,-3.10514343,-2.58384783,-2.03971377,-0.363690945,-0.0,0.0,-2.35109207,-2.22914842,-1.66111385,-0.28504537500000005,-0.0,-0.0,-2.40082707,-2.24875387,-1.70966151,-0.307639185,-0.0,0.0,-0.19597658,-0.21207991,-0.11611917,-0.023079235,0.0,-0.0,-0.22268828,-0.23965759,-0.13274549,-0.026287625000000002,0.0,-0.0,-0.12696714,-0.15645844,-0.06761305,-0.01344031,0.0,-0.0,0.58412552,0.10883394,0.21564244,-0.025981425000000002,0.0,-0.0,0.28200268,0.05640913,0.10776067,-0.0070342700000000005,0.0,-0.0
HH118,HCONH2,9.34946253,8.0091156,5.92663712,0.18790727499999998,0.0,0.0,5.26407763,4.25089075,3.02094604,0.30562701,0.0,0.0,4.0853849,3.75822485,2.90569109,-0.11771973499999999,0.0,-0.0,-5.03346822,-4.56010463,-3.22322786,0.069345795,-0.0,-0.0,-3.52293736,-3.23709183,-2.57356872,0.11438197,-0.0,-0.0,-3.60108716,-3.32634445,-2.63750202,0.11392931,-0.0,-0.0,-0.29508381,-0.27688601,-0.21822529,0.012060044999999998,-0.0,-0.0,-0.33853093,-0.31770864,-0.2501262,0.014138795,-0.0,-0.0,-0.17257912,-0.16287886,-0.13413678,0.01229461,-0.0,-0.0,1.5438762,1.09188147,0.49452868,0.1288619,0.0,-0.0,0.81488232,0.63172776,0.25676618,0.0062622549999999996,0.0,0.0
HH118,HCOOH,7.10773288,6.94995804,4.64174334,0.19909808499999998,0.0,-0.0,4.07176958,3.68811331,2.4613042,0.16668348,0.0,-0.0,3.03596329,3.26184473,2.18043914,0.032414605,0.0,0.0,-3.67344611,-3.97210277,-2.46283479,-0.168033665,-0.0,-0.0,-2.64945199,-2.82664822,-1.93141473,0.0008812,-0.0,0.0,-2.70551244,-2.88885557,-1.98127725,-0.008715165,-0.0,-0.0,-0.20522927,-0.230463,-0.15252332,0.002811955,-0.0,0.0,-0.23400768,-0.26333166,-0.17384631,0.00353604,-0.0,0.0,-0.11960844,-0.13737291,-0.09109073,0.00831202,-0.0,0.0,1.03698889,0.92567636,0.40750989,0.21524787,-0.0,0.0,0.51830375,0.54953447,0.21951852,0.105235305,-0.0,0.0
HH118,HCP,8.26784043,8.26784043,10.51502337,0.0,-0.0,0.0,4.61037145,4.61037145,7.10009324,-0.0,0.0,0.0,3.65746898,3.65746898,3.41493013,0.0,-0.0,0.0,-3.65318211,-3.65318211,-3.43575442,-0.0,0.0,-0.0,-3.326119,-3.326119,-3.12875093,-0.0,0.0,-0.0,-3.35539048,-3.35539048,-3.13207433,-0.0,0.0,-0.0,-0.31695275,-0.31695275,-0.29045015,-0.0,0.0,-0.0,-0.36693556,-0.36693556,-0.33532651,-0.0,0.0,-0.0,-0.2162073,-0.2162073,-0.1958812,0.0,0.0,-0.0,-0.26423815,-0.26423815,-0.37380733,-0.0,0.0,0.0,-0.05356415,-0.05356415,-0.07604754,0.0,0.0,0.0
HH118,HCl,5.04034145,5.04034145,4.56697492,0.0,0.0,-0.0,2.59540043,2.59540043,2.80435662,0.0,0.0,-0.0,2.44494102,2.44494102,1.7626183,-0.0,0.0,-0.0,-2.68561834,-2.68561834,-1.9354938,-0.0,-0.0,0.0,-2.18024389,-2.18024389,-1.57325043,-0.0,-0.0,0.0,-2.22804511,-2.22804511,-1.61192255,-0.0,-0.0,0.0,-0.18036794,-0.18036794,-0.12817032,-0.0,-0.0,0.0,-0.20666653,-0.20666653,-0.14654485,-0.0,-0.0,0.0,-0.11102913,-0.11102913,-0.07559862,0.0,-0.0,0.0,0.19837093,0.19837093,0.14991478,0.0,0.0,-0.0,0.07864073,0.07864073,0.07070854,0.0,0.0,-0.0
HH118,HF,1.78966855,1.78966855,1.75387202,0.0,-0.0,-0.0,0.81546442,0.81546442,0.9752857,0.0,0.0,-0.0,0.97420413,0.97420413,0.77858632,0.0,-0.0,-0.0,-1.1737812,-1.1737812,-0.93551364,-0.0,0.0,0.0,-0.85708918,-0.85708918,-0.69454999,-0.0,0.0,0.0,-0.87232704,-0.87232704,-0.69504371,-0.0,0.0,0.0,-0.06132076,-0.06132076,-0.04895495,-0.0,0.0,0.0,-0.06953774,-0.06953774,-0.05531957,-0.0,0.0,0.0,-0.03654,-0.03654,-0.03084102,-0.0,0.0,0.0,0.25015034,0.25015034,0.20443732,0.0,-0.0,-0.0,0.11894028,0.11894028,0.0873994,0.0,-0.0,-0.0
HH118,HNC,4.39477963,4.39477963,5.74817284,0.0,-0.0,0.0,2.36970582,2.36970582,3.51580008,0.0,-0.0,0.0,2.02507381,2.02507381,2.23237277,0.0,-0.0,-0.0,-2.199793,-2.199793,-2.53813695,-0.0,0.0,-0.0,-1.79630323,-1.79630323,-1.97570626,-0.0,0.0,-0.0,-1.84961337,-1.84961337,-1.99983384,-0.0,0.0,-0.0,-0.15226461,-0.15226461,-0.17162582,-0.0,0.0,-0.0,-0.17463303,-0.17463303,-0.19694816,-0.0,0.0,0.0,-0.09444269,-0.09444269,-0.11035605,-0.0,0.0,0.0,0.21632581,0.21632581,0.46843673,0.0,-0.0,0.0,0.11032795,0.11032795,0.2034127,0.0,-0.0,0.0
HH118,HNO,2.98728656,5.29133357,4.95228792,1.3315e-05,-0.844096695,1.015e-06,1.64746799,2.40722869,2.90333439,4.59e-06,-0.408224,-1.46e-06,1.33981857,2.88410489,2.04895353,8.725e-06,-0.4358727,2.48e-06,-1.43799923,-3.48663946,-2.205464,-1.483e-05,0.6507219550000001,-1.7399999999999999e-06,-1.19006188,-2.53778935,-1.82346928,-1.0359999999999999e-05,0.380739905,-1.4e-06,-1.21934731,-2.58905497,-1.82433142,-1.0565e-05,0.37637736499999996,-1.5e-06,-0.11285952,-0.15848039,-0.19896394,-2.58e-06,0.00025001,7.05e-07,-0.12900011,-0.18060873,-0.22868666,-2.9850000000000002e-06,-0.00028636,8.15e-07,-0.06738366,-0.10536385,-0.12968431,-1.6650000000000002e-06,0.005348905,4.55e-07,0.02011635,1.05880402,-0.07546306,-5.165e-06,-0.464577395,4.45e-06,0.08586923,0.4241169,0.17875573,1.72e-06,-0.18195997,-1.8000000000000002e-07
HH118,HNS,9.2363976,8.2287577,6.33949241,0.273712125,3.7405e-05,1.471e-05,6.01409364,4.05177535,3.50296824,0.01933607,1.4375e-05,1.255e-06,3.22230396,4.17698235,2.83652416,0.254376055,2.303e-05,1.3455e-05,-3.04856779,-4.6400762,-2.8885609,-0.240822335,-4.0205e-05,-2.159e-05,-2.96236378,-3.74736941,-2.54880025,-0.21628382499999999,-2.9995e-05,-1.196e-05,-2.91886667,-3.83202154,-2.58642048,-0.225890755,-2.9765e-05,-1.2805e-05,-0.34562921,-0.26135417,-0.25553562,-0.03363726,-6.7650000000000005e-06,-4.5000000000000003e-07,-0.39745493,-0.30104423,-0.29292753,-0.038829765,-7.825e-06,-5.1e-07,-0.24505198,-0.1641889,-0.16916732,-0.023313305,-4.99e-06,-1.45e-07,-0.68324996,0.77954492,-0.09331497,-0.015667084999999997,-8.42e-06,1.4675000000000001e-05,-0.06331022,0.26310044,0.05902776,0.01157087,1.77e-06,5.235e-06
HH118,HO2,3.5871484,4.56574565,2.95794991,0.28821472000000004,-0.0,-0.0,1.79880867,2.7714685,1.50371423,0.21182206,0.0,-0.0,1.78833973,1.79427716,1.45423568,0.07639266,-0.0,0.0,-2.14403951,-1.99531097,-1.64859774,-0.1265908,0.0,0.0,-1.56965026,-1.61636382,-1.29587879,-0.06491169,0.0,0.0,-1.5941292,-1.61780904,-1.32414123,-0.05509107,0.0,0.0,-0.11938983,-0.13481274,-0.09658079,-0.00632309,-0.0,0.0,-0.13582579,-0.15341003,-0.10949733,-0.0072307,-0.0,0.0,-0.07455064,-0.08880734,-0.05761602,-0.00596984,-0.0,0.0,0.50258805,0.24818961,0.30626085,0.054224535000000004,-0.0,-0.0,0.25240878,0.14300373,0.12686503,0.03612335,-0.0,-0.0
HH118,HOCl,5.60345836,5.75545544,6.69604611,0.0,0.0,-0.044602615,3.05277566,2.91749656,4.30496323,-0.0,0.0,-0.1439487,2.5506827,2.83795888,2.39108288,0.0,0.0,0.099346085,-2.86573775,-3.20360043,-2.53823472,-0.0,-0.0,-0.11394420499999999,-2.27599648,-2.52093079,-2.20156091,-0.0,-0.0,-0.083636025,-2.3126015,-2.57277899,-2.19188755,-0.0,-0.0,-0.092341355,-0.17931258,-0.19891983,-0.17568911,-0.0,-0.0,-0.00579279,-0.20443923,-0.22699653,-0.20037369,-0.0,-0.0,-0.00661857,-0.11297405,-0.12349215,-0.11243843,-0.0,-0.0,-0.002620195,0.36588195,0.44585477,0.15981847,-0.0,0.0,0.02008744,0.17264597,0.21889357,0.13556329,0.0,0.0,0.00467472
HH118,HOF,2.89378563,2.98411829,3.53763049,-0.0,-0.0,-0.09041038,1.56527439,1.39316203,2.34853598,-0.0,0.0,-0.1206358,1.32851124,1.59095627,1.18909451,-0.0,-0.0,0.030225415,-1.59118914,-1.9036653,-1.13971607,0.0,0.0,-0.04708273,-1.17448879,-1.39351887,-1.15060469,0.0,0.0,-0.018658755,-1.19010601,-1.42942103,-1.11553892,0.0,0.0,-0.027848705,-0.08337775,-0.10032134,-0.08700687,0.0,0.0,-0.00041199499999999996,-0.09421728,-0.11369329,-0.09868626,0.0,0.0,-0.00043931,-0.05129751,-0.05920734,-0.05822856,0.0,-0.0,0.00100652,0.38856264,0.47123811,-0.13615536,-0.0,-0.0,0.020585895,0.18909211,0.23590067,0.01649027,-0.0,-0.0,0.00397583
HH118,HOOH,3.75953653,4.53694067,3.9707105,0.11775131,0.0,0.0,2.06325938,2.88492594,1.91449307,0.1999698,0.0,-0.0,1.69627715,1.65201474,2.05621744,-0.08221848,0.0,0.0,-2.02035962,-1.66180016,-2.45507791,0.11819235,-0.0,-0.0,-1.49244168,-1.55948892,-1.79448225,0.05816386,-0.0,-0.0,-1.51464326,-1.52599001,-1.8382401,0.07442754,-0.0,-0.0,-0.11421644,-0.12732391,-0.13843798,0.00259006,-0.0,-0.0,-0.12975894,-0.14526251,-0.15764489,0.00290965,-0.0,-0.0,-0.07112034,-0.08467583,-0.08415198,-0.0002654,-0.0,-0.0,0.49501667,-0.07281156,0.61957393,-0.051243264999999996,0.0,0.0,0.24347255,0.0694279,0.30774421,-0.01364644,-0.0,-0.0
