,,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z
HH118,CH3,2.33893138,2.33885359,2.32437929,-0.0,-0.0,0.0,0.04462532,0.0446275,0.08875694,0.0,0.0,0.0,2.3835567,2.38348109,2.41313623,-0.0,-0.0,0.0,2.35415296,2.35407511,2.34306436,0.0,0.0,0.0,0.04530095,0.0453034,0.0872505,-0.0,-0.0,-0.0,2.3994539,2.39937851,2.43031486,0.0,0.0,-0.0,2.35503988,2.35496214,2.34363887,0.0,0.0,0.0,0.0456939,0.04569643,0.08679228,-0.0,-0.0,-0.0,2.40073378,2.40065857,2.43043115,0.0,-0.0,0.0,2.33319265,2.33311535,2.32718566,-0.0,-0.0,0.0,0.04299014,0.0429916,0.084876,-0.0,-0.0,-0.0,2.3761828,2.37610695,2.41206166,-0.0,-0.0,-0.0,2.34819557,2.34811763,2.34309891,0.0,0.0,-0.0,0.04488307,0.04488537,0.08618429,0.0,-0.0,-0.0,2.39307864,2.39300301,2.4292832,0.0,-0.0,-0.0,2.35157453,2.35149676,2.34151615,0.0,0.0,0.0,0.04510516,0.04510746,0.08606828,-0.0,0.0,0.0,2.39667969,2.39660422,2.42758443,0.0,0.0,0.0
HH118,CH3BH2,3.67874354,4.82318794,4.26956022,-0.02771358,-1e-07,9.6e-07,0.05193989,0.14359108,0.05318073,-0.010017624999999999,-4e-08,0.0,3.73068344,4.96677902,4.32274096,-0.0377312,-1.3e-07,9.6e-07,3.70404519,4.83412815,4.27728384,-0.02809396,-9e-08,9.3e-07,0.05306946,0.14648385,0.05457412,-0.009847294999999999,-3e-08,0.0,3.75711465,4.980612,4.33185796,-0.037941260000000004,-1.3e-07,9.4e-07,3.70433121,4.83452014,4.27762918,-0.02810618,-9e-08,9.3e-07,0.05353987,0.14759535,0.05505594,-0.009803005,-3e-08,0.0,3.75787109,4.98211548,4.33268512,-0.03790918,-1.3e-07,9.4e-07,3.70439914,4.83692853,4.27792478,-0.02870565,-9e-08,9.3e-07,0.05580637,0.15181691,0.05852412,-0.009871425,-3e-08,0.0,3.76020552,4.98874544,4.3364489,-0.038577075,-1.3e-07,9.4e-07,3.70421373,4.83533339,4.2773051,-0.02823809,-9e-08,9.3e-07,0.05457626,0.14964482,0.05656854,-0.00980396,-3e-08,0.0,3.75878999,4.98497822,4.33387365,-0.03804205,-1.3e-07,9.4e-07,3.70411832,4.83449869,4.27744167,-0.02811472,-9e-08,9.3e-07,0.05407406,0.14880675,0.05577282,-0.00979601,-3e-08,0.0,3.75819238,4.98330544,4.33321449,-0.037910725,-1.3e-07,9.4e-07
HH118,CH3Cl,3.93109504,3.93101788,5.41895737,0.0,0.0,-2.637e-05,0.07428531,0.07428793,0.07094841,0.0,0.0,1.04e-06,4.00538035,4.00530581,5.48990578,0.0,0.0,-2.5330000000000003e-05,3.95652808,3.95645089,5.4414119,0.0,-0.0,-2.652e-05,0.06738055,0.06738515,0.0661732,0.0,0.0,1.485e-06,4.02390863,4.02383604,5.5075851,0.0,-0.0,-2.5030000000000003e-05,3.96035698,3.96027988,5.44369608,0.0,0.0,-2.65e-05,0.06632592,0.06632933,0.06543761,0.0,-0.0,7e-07,4.02668291,4.0266092,5.50913368,0.0,0.0,-2.5799999999999997e-05,3.90571613,3.90563759,5.41837217,0.0,0.0,-2.563e-05,0.0650151,0.06501451,0.06814391,-0.0,0.0,3.19e-06,3.97073123,3.9706521,5.48651607,0.0,0.0,-2.2449999999999997e-05,3.95148626,3.9514092,5.43843888,0.0,-0.0,-2.645e-05,0.06585992,0.06586422,0.06648261,0.0,0.0,-9.3e-07,4.01734618,4.01727342,5.50492149,0.0,0.0,-2.7385e-05,3.95163268,3.95155561,5.440176,-0.0,-0.0,-2.65e-05,0.06458983,0.06459306,0.06470661,0.0,0.0,7e-07,4.0162225,4.01614868,5.50488261,-0.0,-0.0,-2.5799999999999997e-05
HH118,CH3F,2.36175232,2.36162864,2.52099934,0.0,4.678e-05,-0.0,0.06219344,0.06219625,0.09312814,0.0,2.0599999999999998e-06,-0.0,2.42394576,2.42382489,2.61412748,0.0,4.8845e-05,-0.0,2.37125819,2.37113368,2.52898581,0.0,4.675e-05,0.0,0.06211382,0.06211735,0.09272027,0.0,2.32e-06,-0.0,2.43337202,2.43325103,2.62170608,0.0,4.908e-05,0.0,2.37172797,2.37160347,2.5293079,-0.0,4.674e-05,0.0,0.06192419,0.0619277,0.09245177,0.0,2.29e-06,-0.0,2.43365216,2.43353117,2.62175967,-0.0,4.9035e-05,-0.0,2.35829992,2.35817486,2.52765611,-0.0,4.661e-05,0.0,0.06138655,0.06139336,0.09398541,0.0,-2.2e-07,0.0,2.41968647,2.41956822,2.62164152,0.0,4.639e-05,0.0,2.36897246,2.36884771,2.53005148,0.0,4.706e-05,0.0,0.06198982,0.06199091,0.09318508,0.0,2.13e-06,-0.0,2.43096227,2.43083862,2.62323657,0.0,4.92e-05,0.0,2.37042594,2.37030141,2.52887953,0.0,4.673e-05,0.0,0.06169655,0.06170023,0.0924301,-0.0,2.49e-06,0.0,2.43212248,2.43200165,2.62130963,-0.0,4.921e-05,0.0
HH118,CH3NH2,4.08575321,3.55333868,3.50209246,-0.04754162,0.0,-0.0,0.13226698,0.14264836,0.07626836,-0.024699025,0.0,-0.0,4.21802019,3.69598704,3.57836082,-0.07224064,0.0,-0.0,4.09296221,3.56237452,3.50901995,-0.04645788,0.0,-0.0,0.13245428,0.14151339,0.07569367,-0.023589529999999997,0.0,-0.0,4.22541649,3.70388791,3.58471362,-0.07004741,0.0,-0.0,4.09346344,3.5626397,3.50930915,-0.04640061,0.0,-0.0,0.13251853,0.14090847,0.07550595,-0.023348205,0.0,-0.0,4.22598198,3.70354818,3.58481511,-0.06974881,0.0,-0.0,4.08771816,3.55350546,3.50606183,-0.04403354,0.0,-0.0,0.13398682,0.14149519,0.07717622,-0.02344858,0.0,-0.0,4.22170498,3.69500065,3.58323805,-0.067482125,0.0,-0.0,4.09152368,3.55886394,3.50872509,-0.04542685,0.0,-0.0,0.13313644,0.14078662,0.07616296,-0.023218415,0.0,-0.0,4.22466012,3.69965055,3.58488805,-0.06864526500000001,0.0,-0.0,4.09208649,3.56098744,3.50849508,-0.04618413,0.0,-0.0,0.13251317,0.14043941,0.0754578,-0.023259250000000002,0.0,-0.0,4.22459966,3.70142685,3.58395288,-0.069443375,0.0,-0.0
HH118,CH3OH,2.98020297,3.35742748,2.87819423,-0.11173045,0.0,0.0,0.07911888,0.12580646,0.10782637,0.00916864,0.0,0.0,3.05932185,3.48323394,2.9860206,-0.102561805,0.0,0.0,2.98846731,3.36500626,2.88625626,-0.11005083,0.0,0.0,0.07875281,0.12535083,0.10678098,0.009188485,-0.0,-0.0,3.06722012,3.49035709,2.99303725,-0.10086234,0.0,0.0,2.98887763,3.36549214,2.88687511,-0.11002794,0.0,0.0,0.07851258,0.12514179,0.10648406,0.009161655000000001,-0.0,0.0,3.06739021,3.49063393,2.99335917,-0.100866285,0.0,0.0,2.98430533,3.36122411,2.87283557,-0.11260096,0.0,-0.0,0.08001335,0.12638543,0.10529261,0.00854674,-0.0,0.0,3.06431868,3.48760955,2.97812818,-0.104054215,0.0,-0.0,2.98796972,3.36496667,2.8830975,-0.11103089,0.0,0.0,0.07909514,0.12578603,0.10615923,0.008844635,0.0,0.0,3.06706486,3.4907527,2.98925674,-0.10218625,0.0,0.0,2.98817623,3.36461247,2.88499053,-0.11037373,0.0,0.0,0.07847596,0.12511542,0.10592192,0.009062565000000002,-0.0,-0.0,3.06665218,3.48972789,2.99091246,-0.10131116500000001,0.0,-0.0
HH118,CH3SH,6.32250074,4.99722888,4.99573362,-0.1985658,-0.02848308,0.13055911,0.08958891,0.07816608,0.09768497,-0.003299985,-0.01102681,-0.003565825,6.41208965,5.07539496,5.09341859,-0.20186578500000002,-0.03950988,0.126993285,6.34855084,5.02342457,5.02517199,-0.2021547,-0.03106527,0.12824744,0.08578892,0.07220011,0.08770895,-0.0030293200000000003,-0.00879213,-0.0022729,6.43433976,5.09562468,5.11288094,-0.20518401,-0.0398574,0.12597454,6.35156306,5.02584045,5.02738135,-0.20252255,-0.03102699,0.12822056,0.08576204,0.0712271,0.08577793,-0.00314957,-0.008292085000000001,-0.00197529,6.43732511,5.09706755,5.11315927,-0.20567213,-0.039319074999999995,0.12624527,6.32280655,4.98691833,4.98216305,-0.20567724,-0.02823429,0.1297585,0.0885827,0.07311878,0.0880605,-0.004279275,-0.00874802,-0.00241108,6.41138925,5.06003711,5.07022355,-0.209956515,-0.03698231,0.12734742,6.34368899,5.01616698,5.01864804,-0.20260532,-0.03151546,0.12829819,0.0870294,0.07158977,0.08586048,-0.00358706,-0.0082304,-0.00196528,6.43071839,5.08775674,5.10450852,-0.20619238,-0.03974586,0.12633291,6.34557974,5.01789468,5.01838342,-0.20314493,-0.03057701,0.12848086,0.08519147,0.06995373,0.08342736,-0.00348598,-0.00778378,-0.00179197,6.43077121,5.08784841,5.10181078,-0.206630915,-0.03836079,0.12668888
HH118,CH4,2.43640723,2.43640723,2.43640723,0.0,0.0,-0.0,0.03613555,0.03613555,0.03613555,-0.0,-0.0,0.0,2.47254278,2.47254278,2.47254278,0.0,0.0,-0.0,2.44558023,2.44558023,2.44558023,0.0,-0.0,0.0,0.03704231,0.03704231,0.03704231,-0.0,-0.0,0.0,2.48262254,2.48262254,2.48262254,0.0,-0.0,0.0,2.44583417,2.44583417,2.44583417,0.0,0.0,0.0,0.03744213,0.03744213,0.03744213,-0.0,0.0,0.0,2.4832763,2.4832763,2.4832763,-0.0,0.0,0.0,2.44484114,2.44484114,2.44484114,0.0,0.0,0.0,0.03887632,0.03887632,0.03887632,0.0,-0.0,-0.0,2.48371746,2.48371746,2.48371746,0.0,0.0,-0.0,2.44564749,2.44564749,2.44564749,-0.0,0.0,0.0,0.03818345,0.03818345,0.03818345,0.0,-0.0,-0.0,2.48383094,2.48383094,2.48383094,0.0,0.0,0.0,2.44549303,2.44549303,2.44549303,-0.0,-0.0,0.0,0.03780911,0.03780911,0.03780911,-0.0,-0.0,0.0,2.48330214,2.48330214,2.48330214,-0.0,-0.0,0.0
HH118,CN,2.72778453,2.72778453,3.4952478,0.0,-0.0,0.0,0.45166097,0.45166097,1.01718641,-0.0,-0.0,0.0,3.1794455,3.1794455,4.51243421,0.0,-0.0,0.0,2.73177593,2.73177593,3.49857484,-0.0,-0.0,-0.0,0.46691987,0.46691987,1.02016787,-0.0,0.0,0.0,3.19869579,3.19869579,4.51874271,-0.0,0.0,0.0,2.73337815,2.73337815,3.49928782,-0.0,-0.0,0.0,0.46883229,0.46883229,1.02080725,-0.0,-0.0,-0.0,3.20221044,3.20221044,4.52009507,-0.0,-0.0,-0.0,2.72468461,2.72468461,3.4998227,0.0,-0.0,-0.0,0.46705956,0.46705956,1.01814338,-0.0,-0.0,-0.0,3.19174417,3.19174417,4.51796608,-0.0,-0.0,-0.0,2.73412293,2.73412293,3.50006916,-0.0,0.0,-0.0,0.47065778,0.47065778,1.02300542,0.0,-0.0,-0.0,3.20478071,3.20478071,4.52307457,0.0,-0.0,-0.0,2.73283421,2.73283421,3.49933198,-0.0,-0.0,0.0,0.47033366,0.47033366,1.02257882,-0.0,0.0,0.0,3.20316787,3.20316787,4.5219108,-0.0,-0.0,0.0
HH118,CO,1.72494705,1.72494705,2.21897962,-0.0,-0.0,0.0,0.05067871,0.05067871,0.07140979,0.0,0.0,-0.0,1.77562577,1.77562577,2.29038941,0.0,0.0,-0.0,1.73424899,1.73424899,2.22332881,-0.0,-0.0,-0.0,0.04804575,0.04804575,0.06983902,0.0,0.0,0.0,1.78229474,1.78229474,2.29316784,-0.0,-0.0,-0.0,1.73535934,1.73535934,2.22404239,0.0,0.0,-0.0,0.047877,0.047877,0.06924582,0.0,0.0,-0.0,1.78323633,1.78323633,2.29328821,0.0,0.0,-0.0,1.72654315,1.72654315,2.22469,-0.0,-0.0,-0.0,0.04966443,0.04966443,0.07165042,-0.0,-0.0,0.0,1.77620758,1.77620758,2.29634041,-0.0,-0.0,0.0,1.73422811,1.73422811,2.22529767,0.0,0.0,-0.0,0.04859903,0.04859903,0.07022079,0.0,-0.0,0.0,1.78282714,1.78282714,2.29551846,0.0,-0.0,0.0,1.73492055,1.73492055,2.22440644,-0.0,0.0,0.0,0.04826021,0.04826021,0.06954901,-0.0,-0.0,-0.0,1.78318076,1.78318076,2.29395546,-0.0,-0.0,-0.0
HH118,CO2,1.84300635,1.84300635,3.71176745,-0.0,-0.0,0.0,0.06809476,0.06809476,0.22920532,0.0,0.0,0.0,1.91110111,1.91110111,3.94097277,-0.0,0.0,0.0,1.85397456,1.85397456,3.72022172,-0.0,0.0,0.0,0.06552987,0.06552987,0.22720485,-0.0,0.0,0.0,1.91950443,1.91950443,3.94742657,-0.0,0.0,0.0,1.85560351,1.85560351,3.72085055,0.0,-0.0,0.0,0.06509745,0.06509745,0.22616821,-0.0,0.0,-0.0,1.92070097,1.92070097,3.94701876,-0.0,0.0,-0.0,1.82589624,1.82589624,3.71611803,-0.0,0.0,0.0,0.06471694,0.06471694,0.22699799,-0.0,-0.0,-0.0,1.89061318,1.89061318,3.94311602,-0.0,-0.0,0.0,1.8492696,1.8492696,3.71942291,-0.0,0.0,0.0,0.0651818,0.0651818,0.2267386,0.0,-0.0,0.0,1.91445141,1.91445141,3.94616152,0.0,-0.0,0.0,1.85305711,1.85305711,3.72095687,0.0,0.0,-0.0,0.06508417,0.06508417,0.22622021,0.0,-0.0,-0.0,1.91814128,1.91814128,3.94717707,0.0,-0.0,-0.0
HH118,CS,3.52829247,3.52829247,5.52337096,-0.0,0.0,0.0,0.00382879,0.00382879,0.07477023,0.0,0.0,-0.0,3.53212127,3.53212127,5.59814119,0.0,0.0,0.0,3.5545085,3.5545085,5.55367236,-0.0,0.0,0.0,-0.00840492,-0.00840492,0.06499687,-0.0,0.0,-0.0,3.54610358,3.54610358,5.61866923,-0.0,0.0,0.0,3.5626186,3.5626186,5.55739822,-0.0,-0.0,0.0,-0.00814596,-0.00814596,0.06345861,0.0,0.0,-0.0,3.55447265,3.55447265,5.62085683,0.0,-0.0,0.0,3.54636614,3.54636614,5.54927288,0.0,-0.0,0.0,0.00040807,0.00040807,0.07015063,0.0,0.0,-0.0,3.54677421,3.54677421,5.61942351,0.0,0.0,-0.0,3.56281974,3.56281974,5.5556513,0.0,-0.0,0.0,-0.00529189,-0.00529189,0.06619908,-0.0,0.0,0.0,3.55752785,3.55752785,5.62185038,-0.0,0.0,0.0,3.56125354,3.56125354,5.55509093,0.0,0.0,-0.0,-0.00708618,-0.00708618,0.06356551,-0.0,0.0,0.0,3.55416737,3.55416737,5.61865644,0.0,0.0,0.0
HH118,CSO,3.78593085,3.78593085,7.45365392,0.0,0.0,0.0,0.03644436,0.03644436,0.27511348,0.0,-0.0,0.0,3.82237521,3.82237521,7.7287674,0.0,-0.0,0.0,3.81260467,3.81260467,7.46789143,0.0,-0.0,0.0,0.026634,0.026634,0.26578852,0.0,-0.0,-0.0,3.83923867,3.83923867,7.73367996,0.0,-0.0,0.0,3.8165758,3.8165758,7.47167878,-0.0,0.0,0.0,0.02554284,0.02554284,0.26349795,0.0,0.0,0.0,3.84211864,3.84211864,7.73517673,0.0,0.0,0.0,3.7834858,3.7834858,7.4590676,-0.0,0.0,-0.0,0.03008043,0.03008043,0.26851789,0.0,0.0,-0.0,3.81356623,3.81356623,7.7275855,-0.0,0.0,-0.0,3.81420181,3.81420181,7.46789506,-0.0,0.0,-0.0,0.0272812,0.0272812,0.26510504,0.0,0.0,-0.0,3.84148301,3.84148301,7.73300009,0.0,0.0,-0.0,3.81180833,3.81180833,7.46765772,0.0,-0.0,-0.0,0.0251681,0.0251681,0.26268927,0.0,0.0,0.0,3.83697643,3.83697643,7.730347,0.0,0.0,0.0
HH118,Cl2,3.65365786,3.65365786,6.2269409,-0.0,0.0,0.0,0.09109655,0.09109655,0.0139366,0.0,0.0,-0.0,3.74475441,3.74475441,6.2408775,0.0,0.0,0.0,3.6766497,3.6766497,6.26170291,0.0,-0.0,-0.0,0.07763756,0.07763756,0.00806832,0.0,-0.0,0.0,3.75428725,3.75428725,6.26977123,0.0,-0.0,0.0,3.68449797,3.68449797,6.26623474,-0.0,0.0,-0.0,0.0758023,0.0758023,0.00771565,0.0,-0.0,0.0,3.76030028,3.76030028,6.27395039,0.0,0.0,-0.0,3.61422408,3.61422408,6.1879937,0.0,0.0,0.0,0.06925104,0.06925104,0.00151025,-0.0,0.0,-0.0,3.68347512,3.68347512,6.18950395,-0.0,0.0,0.0,3.67987334,3.67987334,6.25140258,0.0,-0.0,-0.0,0.07471145,0.07471145,0.00719035,0.0,0.0,-0.0,3.75458478,3.75458478,6.25859293,0.0,-0.0,-0.0,3.67166826,3.67166826,6.25093723,-0.0,-0.0,0.0,0.07239498,0.07239498,0.0049589,0.0,-0.0,-0.0,3.74406324,3.74406324,6.25589613,0.0,-0.0,-0.0
HH118,ClCN,3.38220421,3.38220421,6.66124128,0.0,0.0,-0.0,0.04643349,0.04643349,0.12203708,-0.0,0.0,-0.0,3.4286377,3.4286377,6.78327835,-0.0,0.0,-0.0,3.40395561,3.40395561,6.68528427,-0.0,0.0,-0.0,0.03882727,0.03882727,0.11372577,-0.0,-0.0,0.0,3.44278288,3.44278288,6.79901004,-0.0,0.0,-0.0,3.40812448,3.40812448,6.68832517,0.0,0.0,0.0,0.03786233,0.03786233,0.11226151,-0.0,0.0,0.0,3.44598681,3.44598681,6.80058669,-0.0,0.0,0.0,3.37742499,3.37742499,6.67121606,0.0,0.0,0.0,0.03980345,0.03980345,0.1161377,0.0,-0.0,0.0,3.41722844,3.41722844,6.78735376,0.0,-0.0,0.0,3.40557042,3.40557042,6.68454471,0.0,-0.0,0.0,0.03896839,0.03896839,0.114051,0.0,-0.0,-0.0,3.44453881,3.44453881,6.79859571,0.0,-0.0,-0.0,3.40361579,3.40361579,6.68609442,0.0,-0.0,-0.0,0.03750025,0.03750025,0.11170516,0.0,-0.0,0.0,3.44111605,3.44111605,6.79779958,0.0,-0.0,0.0
HH118,ClF,2.34650984,2.34650984,3.34135865,-0.0,-0.0,-0.0,0.07586933,0.07586933,0.03263002,0.0,-0.0,-0.0,2.42237917,2.42237917,3.37398868,-0.0,-0.0,-0.0,2.36130577,2.36130577,3.34097386,-0.0,-0.0,0.0,0.06990484,0.06990484,0.03095993,0.0,-0.0,-0.0,2.43121061,2.43121061,3.37193379,0.0,-0.0,-0.0,2.36444188,2.36444188,3.34167031,-0.0,0.0,-0.0,0.06903879,0.06903879,0.03052095,-0.0,0.0,0.0,2.43348067,2.43348067,3.37219126,-0.0,0.0,-0.0,2.29702467,2.29702467,3.3014058,0.0,0.0,0.0,0.05902862,0.05902862,0.02494793,-0.0,0.0,0.0,2.35605329,2.35605329,3.32635373,0.0,0.0,0.0,2.35010839,2.35010839,3.33567221,-0.0,-0.0,-0.0,0.06478429,0.06478429,0.02947533,0.0,0.0,-0.0,2.41489268,2.41489268,3.36514754,0.0,0.0,-0.0,2.3531055,2.3531055,3.33623909,0.0,0.0,-0.0,0.06525616,0.06525616,0.02897563,-0.0,-0.0,-0.0,2.41836167,2.41836167,3.36521472,-0.0,-0.0,-0.0
HH118,F2,0.8972397,0.8972397,1.99515815,-0.0,0.0,-0.0,0.07072645,0.07072645,-0.11038886,-0.0,0.0,-0.0,0.96796615,0.96796615,1.8847693,-0.0,0.0,-0.0,0.90347275,0.90347275,2.00041876,-0.0,0.0,0.0,0.06964283,0.06964283,-0.11048854,0.0,0.0,0.0,0.97311558,0.97311558,1.88993021,-0.0,0.0,0.0,0.90369035,0.90369035,2.00075568,0.0,-0.0,-0.0,0.06930027,0.06930027,-0.11101659,-0.0,0.0,0.0,0.97299062,0.97299062,1.8897391,-0.0,0.0,0.0,0.85851057,0.85851057,1.96565572,0.0,0.0,-0.0,0.05411419,0.05411419,-0.11641401,-0.0,-0.0,-0.0,0.91262476,0.91262476,1.84924172,-0.0,0.0,-0.0,0.89310381,0.89310381,1.98956923,-0.0,0.0,-0.0,0.06279252,0.06279252,-0.11365695,0.0,-0.0,0.0,0.95589633,0.95589633,1.87591227,0.0,-0.0,0.0,0.89931381,0.89931381,1.99655751,-0.0,0.0,-0.0,0.06619263,0.06619263,-0.11262737,-0.0,0.0,0.0,0.96550643,0.96550643,1.88393014,-0.0,0.0,-0.0
HH118,FCN,2.17178008,2.17178008,3.68088415,-0.0,0.0,0.0,0.03042592,0.03042592,0.1012396,-0.0,0.0,0.0,2.20220601,2.20220601,3.78212375,-0.0,0.0,0.0,2.18226591,2.18226591,3.68901067,-0.0,0.0,-0.0,0.0274578,0.0274578,0.09833347,0.0,-0.0,0.0,2.2097237,2.2097237,3.78734414,-0.0,0.0,-0.0,2.18339738,2.18339738,3.68945375,-0.0,0.0,0.0,0.02676195,0.02676195,0.09725852,-0.0,0.0,0.0,2.21015933,2.21015933,3.78671227,-0.0,0.0,0.0,2.15926712,2.15926712,3.684363,0.0,-0.0,0.0,0.02860765,0.02860765,0.09991139,-0.0,0.0,-0.0,2.18787477,2.18787477,3.78427439,0.0,0.0,-0.0,2.17862152,2.17862152,3.68828401,-0.0,0.0,-0.0,0.02750336,0.02750336,0.09853102,0.0,0.0,0.0,2.20612488,2.20612488,3.78681502,0.0,0.0,0.0,2.18129737,2.18129737,3.68939174,0.0,0.0,-0.0,0.02697457,0.02697457,0.09752539,-0.0,0.0,-0.0,2.20827194,2.20827194,3.78691713,-0.0,0.0,-0.0
HH118,FCO,3.19548131,2.34781752,1.97514505,-0.0131787,-0.0,-0.0,0.18236612,0.10119689,0.08400849,0.03312271,-0.0,-0.0,3.37784743,2.44901441,2.05915354,0.019944009999999998,-0.0,-0.0,3.20330744,2.3573368,1.98751775,-0.0138918,-0.0,0.0,0.17982499,0.09662132,0.08119761,0.033304730000000005,-0.0,-0.0,3.38313243,2.45395812,2.06871536,0.019412930000000002,-0.0,-0.0,3.20404424,2.35842605,1.98884888,-0.01404918,0.0,-0.0,0.17868927,0.09536063,0.08050892,0.033500945000000004,0.0,0.0,3.38273351,2.45378668,2.0693578,0.01945176,0.0,0.0,3.19196643,2.33787737,1.95770092,-0.01122395,0.0,0.0,0.17896329,0.09628145,0.07828412,0.03384330000000001,-0.0,-0.0,3.37092972,2.43415882,2.03598504,0.02261935,-0.0,-0.0,3.20140633,2.35441353,1.98065655,-0.01313595,-0.0,-0.0,0.17866423,0.0954835,0.07921711,0.033704985,-0.0,-0.0,3.38007056,2.44989704,2.05987367,0.020569035,-0.0,-0.0,3.20320827,2.35651313,1.98612727,-0.01371608,-0.0,-0.0,0.17824928,0.09467545,0.0796912,0.033744605,0.0,-0.0,3.38145755,2.45118858,2.06581848,0.020028525,0.0,-0.0
HH118,FH-OH,2.20271913,1.5478034,1.83709861,0.0,0.0,-0.11147395,0.15783091,0.09849691,0.10305071,0.0,0.0,-0.00267477,2.36055004,1.64630032,1.94014933,0.0,0.0,-0.11414872,2.21184533,1.55945624,1.8468643,0.0,0.0,-0.11077114,0.15440625,0.09626507,0.10054594,-0.0,0.0,-0.002712145,2.36625158,1.65572131,1.94741023,0.0,0.0,-0.113483285,2.2125309,1.5609973,1.84786433,0.0,0.0,-0.11065513,0.15350627,0.09596729,0.0999088,-0.0,0.0,-0.002632605,2.36603716,1.65696459,1.94777313,0.0,0.0,-0.113287735,2.19949016,1.493768,1.79210741,0.0,0.0,-0.11357407,0.15458825,0.08195093,0.08939974,0.0,-0.0,-0.00325112,2.3540784,1.57571893,1.88150714,0.0,0.0,-0.11682519,2.20896554,1.5385628,1.82769022,0.0,0.0,-0.11147052,0.15364357,0.08934898,0.09425581,0.0,-0.0,-0.00281718,2.36260911,1.62791178,1.92194603,0.0,-0.0,-0.1142877,2.21105416,1.55133283,1.83891439,0.0,0.0,-0.11100487,0.15299791,0.09241241,0.09652024,-0.0,-0.0,-0.002687405,2.36405207,1.64374524,1.93543463,-0.0,-0.0,-0.11369227
HH118,FNO,3.29782304,2.36185094,1.67939366,0.59720274,-0.0,-0.0,0.14290937,0.10461519,0.08816305,0.03760353,0.0,0.0,3.4407324,2.46646613,1.76755671,0.63480627,-0.0,-0.0,3.30628182,2.37286003,1.69203879,0.59539473,0.0,-0.0,0.14097754,0.10156361,0.08608384,0.037002905,0.0,-0.0,3.44725935,2.47442364,1.77812263,0.632397635,0.0,-0.0,3.30695379,2.37344915,1.69289077,0.59507426,-0.0,0.0,0.14008418,0.10079394,0.08568579,0.036891755,-0.0,0.0,3.44703797,2.47424308,1.77857656,0.63196602,-0.0,0.0,3.28189357,2.34851727,1.65361215,0.6024205,0.0,-0.0,0.13543664,0.0974959,0.07721679,0.040678809999999996,-0.0,0.0,3.41733021,2.44601316,1.73082894,0.64309931,-0.0,0.0,3.29952292,2.3673337,1.6817247,0.598314,0.0,-0.0,0.13769519,0.09893003,0.08135897,0.03858876,-0.0,0.0,3.43721811,2.46626373,1.76308367,0.63690276,-0.0,0.0,3.30403755,2.3707572,1.68824285,0.59651348,-0.0,-0.0,0.13860699,0.09950528,0.08341371,0.03771556,0.0,0.0,3.44264454,2.47026248,1.77165655,0.63422904,0.0,0.0
HH118,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH118,H2,0.67855182,0.67855182,0.98465313,0.0,0.0,-0.0,-0.00026645,-0.00026645,0.00562345,0.0,0.0,-0.0,0.67828537,0.67828537,0.99027659,0.0,0.0,-0.0,0.70410919,0.70410919,0.98230643,-0.0,0.0,-0.0,-0.00079911,-0.00079911,0.00017309,-0.0,0.0,0.0,0.70331007,0.70331007,0.98247951,-0.0,0.0,0.0,0.70508668,0.70508668,0.98229567,0.0,0.0,-0.0,-0.00027653,-0.00027653,0.00022299,0.0,-0.0,-0.0,0.70481015,0.70481015,0.98251866,0.0,0.0,-0.0,0.70769552,0.70769552,0.98165756,-0.0,0.0,-0.0,9.843e-05,9.843e-05,0.00072912,-0.0,0.0,-0.0,0.70779395,0.70779395,0.98238668,-0.0,0.0,-0.0,0.70588286,0.70588286,0.98200648,-0.0,-0.0,-0.0,-0.00016664,-0.00016664,0.00034703,0.0,0.0,0.0,0.70571622,0.70571622,0.98235351,-0.0,-0.0,-0.0,0.70455286,0.70455286,0.98215488,0.0,0.0,-0.0,-0.00027657,-0.00027657,0.00023012,-0.0,-0.0,-0.0,0.70427629,0.70427629,0.982385,0.0,0.0,-0.0
